"id","admin_report_id","query_parameter_name","variable_name","label","data_type","created_at","updated_at","deleted_at","created_by","updated_by","deleted_by","alignment"
"84","17","mailId","mailId","Mail ID","string","2026-05-22 08:16:27.944702","2026-05-22 08:16:27.944702","","SYSTEM","SYSTEM","","left"
"85","17","descriptionPreview","descriptionPreview","Description Preview","string","2026-05-22 08:16:27.944702","2026-05-22 08:16:27.944702","","SYSTEM","SYSTEM","","left"
"86","17","description","description","Description","string","2026-05-22 08:16:27.944702","2026-05-22 08:16:27.944702","","SYSTEM","SYSTEM","","left"
"87","17","createdAt","createdAt","Raised At","string","2026-05-22 08:16:27.944702","2026-05-22 08:16:27.944702","","SYSTEM","SYSTEM","","left"
"88","17","documentIds","documentIds","Document IDs","string","2026-05-22 08:16:27.944702","2026-05-22 08:16:27.944702","","SYSTEM","SYSTEM","","left"
"89","17","raisedBy","raisedBy","Raised By","string","2026-05-22 08:16:27.944702","2026-05-22 08:16:27.944702","","SYSTEM","SYSTEM","","left"
"594","55","location_code","locationCode","Location code","string","2026-05-13 12:47:53.882778","2026-05-13 12:47:53.882778","","SYSTEM","SYSTEM","","left"
"90","53","locationCode","locationCode","Location Code","string","2026-06-03 10:29:07.38014","2026-06-03 10:29:07.38014","","SYSTEM","SYSTEM","","left"
"91","53","locationAddress","locationAddress","Location Address","string","2026-06-03 10:29:07.38014","2026-06-03 10:29:07.38014","","SYSTEM","SYSTEM","","left"
"92","19","employee_record_id","employeeRecordId","Employee ID","number","2026-06-30 13:32:03.99336","2026-06-30 13:32:03.99336","","SYSTEM","SYSTEM","","right"
"93","19","company_employee_id","companyEmployeeId","Employee Code","string","2026-06-30 13:32:03.99336","2026-06-30 13:32:03.99336","","SYSTEM","SYSTEM","","left"
"94","19","employee_name","employeeName","Employee Name","string","2026-06-30 13:32:03.99336","2026-06-30 13:32:03.99336","","SYSTEM","SYSTEM","","left"
"95","19","employee_email","employeeEmail","Email","string","2026-06-30 13:32:03.99336","2026-06-30 13:32:03.99336","","SYSTEM","SYSTEM","","left"
"96","19","employee_phone","employeePhone","Phone","string","2026-06-30 13:32:03.99336","2026-06-30 13:32:03.99336","","SYSTEM","SYSTEM","","left"
"97","19","login_name","loginName","Login Username","string","2026-06-30 13:32:03.99336","2026-06-30 13:32:03.99336","","SYSTEM","SYSTEM","","left"
"98","19","user_email","userEmail","Portal Email","string","2026-06-30 13:32:03.99336","2026-06-30 13:32:03.99336","","SYSTEM","SYSTEM","","left"
"99","19","user_mobile","userMobile","Portal Mobile","string","2026-06-30 13:32:03.99336","2026-06-30 13:32:03.99336","","SYSTEM","SYSTEM","","left"
"100","19","login_count","loginCount","Login Count","number","2026-06-30 13:32:03.99336","2026-06-30 13:32:03.99336","","SYSTEM","SYSTEM","","right"
"101","19","has_logged_in","hasLoggedIn","Has Logged In","string","2026-06-30 13:32:03.99336","2026-06-30 13:32:03.99336","","SYSTEM","SYSTEM","","left"
"102","19","last_login_date","lastLoginDate","Last Login Date","date","2026-06-30 13:32:03.99336","2026-06-30 13:32:03.99336","","SYSTEM","SYSTEM","","left"
"103","60","policyId","policyId","Policy ID","number","2026-07-02 14:34:10.225256","2026-07-02 14:34:10.225256","","SYSTEM","SYSTEM","","right"
"104","60","policyName","policyName","Policy Name","string","2026-07-02 14:34:10.225256","2026-07-02 14:34:10.225256","","SYSTEM","SYSTEM","","left"
"105","60","policyNumber","policyNumber","Policy Number","string","2026-07-02 14:34:10.225256","2026-07-02 14:34:10.225256","","SYSTEM","SYSTEM","","left"
"106","59","periodId","periodId","Period ID","number","2026-07-02 15:04:22.700103","2026-07-02 15:04:22.700103","","SYSTEM","SYSTEM","","right"
"107","59","isInception","isInception","Is Inception","boolean","2026-07-02 15:04:22.700103","2026-07-02 15:04:22.700103","","SYSTEM","SYSTEM","","left"
"108","59","endorsementType","endorsementType","Endorsement Type","string","2026-07-02 15:04:22.700103","2026-07-02 15:04:22.700103","","SYSTEM","SYSTEM","","left"
"109","59","osTicketNumber","osTicketNumber","OS Ticket Number","string","2026-07-02 15:04:22.700103","2026-07-02 15:04:22.700103","","SYSTEM","SYSTEM","","left"
"110","59","enrollmentStartDate","enrollmentStartDate","Enrollment Start Date","date","2026-07-02 15:04:22.700103","2026-07-02 15:04:22.700103","","SYSTEM","SYSTEM","","left"
"111","59","enrollmentEndDate","enrollmentEndDate","Enrollment End Date","date","2026-07-02 15:04:22.700103","2026-07-02 15:04:22.700103","","SYSTEM","SYSTEM","","left"
"112","59","label","label","Label","string","2026-07-02 15:04:22.700103","2026-07-02 15:04:22.700103","","SYSTEM","SYSTEM","","left"
"123","62","periodId","periodId","Period ID","number","2026-07-13 12:33:36.282489","2026-07-13 12:33:36.282489","","SYSTEM","SYSTEM","","right"
"124","62","periodStart","periodStart","Period Start","date","2026-07-13 12:33:36.282489","2026-07-13 12:33:36.282489","","SYSTEM","SYSTEM","","left"
"125","62","periodEnd","periodEnd","Period End","date","2026-07-13 12:33:36.282489","2026-07-13 12:33:36.282489","","SYSTEM","SYSTEM","","left"
"126","62","policyId","policyId","Policy ID","number","2026-07-13 12:33:36.282489","2026-07-13 12:33:36.282489","","SYSTEM","SYSTEM","","right"
"127","62","policyName","policyName","Policy Name","string","2026-07-13 12:33:36.282489","2026-07-13 12:33:36.282489","","SYSTEM","SYSTEM","","left"
"128","62","policyNumber","policyNumber","Policy Number","string","2026-07-13 12:33:36.282489","2026-07-13 12:33:36.282489","","SYSTEM","SYSTEM","","left"
"129","62","total","total","Total","number","2026-07-13 12:33:36.282489","2026-07-13 12:33:36.282489","","SYSTEM","SYSTEM","","right"
"130","62","enrolled","enrolled","Enrolled","number","2026-07-13 12:33:36.282489","2026-07-13 12:33:36.282489","","SYSTEM","SYSTEM","","right"
"131","62","inProgress","inProgress","In Progress","number","2026-07-13 12:33:36.282489","2026-07-13 12:33:36.282489","","SYSTEM","SYSTEM","","right"
"132","62","notEnrolled","notEnrolled","Not Enrolled","number","2026-07-13 12:33:36.282489","2026-07-13 12:33:36.282489","","SYSTEM","SYSTEM","","right"
